BG,crit_PDR_mean,crit_loss_mean,crit_delay_mean_ms,crit_delay_max_ms,jitter_ms,n_runs
10.0,1.0,0.0,4.3726635569166215,5.537797021,0.7451613221953399,5
5.0,1.0,0.0,4.49132543244706,7.265789402999999,0.7605510083932,5
2.0,1.0,0.0,4.547566211477461,6.625789403,0.7283896381294599,5
1.0,1.0,0.0,4.4466862129971805,10.161797021,0.9180850634751001,5
0.5,1.0,0.0,4.73598900686226,19.553789403,1.5839659300928999,5
