speed,link_PDR_mean,delay_mean_ms,mac_frames_tx,energy_per_packet_mJ,n_runs
0.0,1.0,4.40870100168608,12.0,0.9072987674188667,5
0.5,1.0,4.40139525732312,12.0,0.8740223354322666,5
1.0,1.0,4.27654732092924,12.0,0.8934335941012499,5
1.5,1.0,4.3019051948393,12.0,0.8851145060927834,5
2.0,1.0,4.30743798304996,12.0,0.9017574453394334,5
