T,PDR_mean,delay_mean_ms,energy_per_node_J,n_runs
1,0.9999722222222222,4.731348411028381,1.2549189219400967,5
5,0.999861111111111,4.414881065040561,0.2515991889288788,5
10,1.0,4.40421034,0.12731469888145402,5
30,1.0,4.40687700666666,0.044430554883421,5
60,1.0,4.38314367333334,0.0237023033663784,5
